lease_id,cmu_name,grow_area_name,grow_area_type,waterbody,rainfall_desc,rainfall_thresh_days,rainfall_thresh_in,emerg_cond,latitude,longitude
D-307,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38541671,-83.21613479
D-308,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38488585,-83.21597099
D-309,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38435498,-83.2158072
D-310,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38382412,-83.21564339
D-311,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38329324,-83.2154796
D-312,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38276237,-83.21531581
D-313,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.3822315,-83.21515204
D-314,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38170063,-83.21498826
D-315,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38116976,-83.21482448
D-316,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38063888,-83.21466069
D-317,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38010802,-83.21449691
D-318,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37957714,-83.21433314
D-391,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38591887,-83.22604614
D-392,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38538802,-83.2258823
D-393,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38485717,-83.22571845
D-394,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38432631,-83.22555461
D-395,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38379545,-83.22539084
D-396,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38326459,-83.22522696
D-397,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38273375,-83.22506307
D-398,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38220288,-83.22489923
D-399,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.381672,-83.22473576
D-400,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38114116,-83.22457157
D-401,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.3806103,-83.22440774
D-402,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38007914,-83.22424348
D-403,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37954858,-83.22408008
D-404,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37901773,-83.22391625
D-405,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37848688,-83.22375301
D-406,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.377956,-83.22358859
D-407,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37742514,-83.22342477
D-426,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37689377,-83.22326145
D-431,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37636342,-83.22309715
D-432,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37593326,-83.22491584
D-425,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37645858,-83.22508328
D-424,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37699468,-83.22524308
D-423,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37752554,-83.2254069
D-422,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37805634,-83.22556876
D-421,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37858725,-83.22573458
D-420,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37911811,-83.22589841
D-419,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37964895,-83.22606224
D-417,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38071067,-83.2263899
D-416,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38124153,-83.22655375
D-415,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38177238,-83.2267176
D-414,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38230324,-83.22688144
D-413,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38283408,-83.2270453
D-412,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38336495,-83.22720914
D-411,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38389581,-83.227373
D-410,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38442638,-83.22753641
D-409,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38495751,-83.22770071
D-408,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38548836,-83.22786456
D-351,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38030927,-83.21846385
D-342,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.3850868,-83.21993529
C-1000,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78840712,-82.23714317
C-1001,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78752683,-82.23715207
C-1002,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78664653,-82.23716096
C-1005,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78663767,-82.23607283
C-100,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78590356,-82.23742978
C-101,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78533557,-82.23741821
C-102,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78476757,-82.23740663
C-104,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78363158,-82.23738348
C-114,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78365756,-82.23580004
C-113,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78422556,-82.23581161
C-115,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78308957,-82.23578848
C-116,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78252157,-82.23577691
LE-125,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78138558,-82.23575377
LE-123,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78079168,-82.23732485
LE-122,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78135959,-82.23733717
LE-126,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78081758,-82.2357422
C-120,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78595551,-82.23426286
C-121,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78538752,-82.2342513
C-122,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78481952,-82.23423974
C-123,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78425153,-82.23422819
C-124,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78368353,-82.23421662
C-126,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78254754,-82.23419355
LE-128,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78141154,-82.23417039
LE-135,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.77846307,-82.23454859
LE-138,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.77848316,-82.23332278
LE-139,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.77849321,-82.23270986
LE-140,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.77850325,-82.23209695
LE-141,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.77851329,-82.23148404
LE-142,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.77948307,-82.23215519
LE-143,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.77995633,-82.23216482
LE-144,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.7804296,-82.23217444
LE-134,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.77855055,-82.23568725
LE-136,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.77798392,-82.23567571
LE-133,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.77911717,-82.23569878
LE-130,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78025041,-82.23572186
LE-121,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78192759,-82.23734875
LE-129,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78084354,-82.23415883
C-103,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78419957,-82.23739505
C-105,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78306352,-82.23737236
LE-120,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78249558,-82.23736033
LE-127,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78197954,-82.23418195
LE-132,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.77968379,-82.23571032
C-1003,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78839827,-82.23605502
LE-103,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57840165,-82.13574545
LE-105,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57680086,-82.1352384
LE-109,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57359929,-82.13422436
LE-118,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57466719,-82.13343323
LE-1010,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.58053277,-82.13755014
LE-1000,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.58026523,-82.13859481
LE-1001,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57946485,-82.13834126
LE-1011,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57973238,-82.13729659
LE-1012,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57893199,-82.13704305
LE-1003,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57786407,-82.13783418
LE-1014,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57733121,-82.13653599
LE-1005,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.5762633,-82.1373271
LE-1015,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57653083,-82.13628246
LE-1007,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57466252,-82.13682004
LE-1017,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57493004,-82.13577541
CC-17,271_66,WHITEHORSE KEY,AUZ, ,"2 days >3.50"" NOAA",2,3.5,NO,25.84793739,-81.56380098
CC-18,271_66,WHITEHORSE KEY,AUZ, ,"2 days >3.50"" NOAA",2,3.5,NO,25.84855302,-81.56389928
CC-19,271_66,WHITEHORSE KEY,AUZ, ,"2 days >3.50"" NOAA",2,3.5,NO,25.84916865,-81.56399759
CC-20,271_66,WHITEHORSE KEY,AUZ, ,"2 days >3.50"" NOAA",2,3.5,NO,25.84978428,-81.5640959
CC-21,271_66,WHITEHORSE KEY,AUZ, ,"2 days >3.50"" NOAA",2,3.5,NO,25.85039991,-81.5641942
CC-22,271_66,WHITEHORSE KEY,AUZ, ,"2 days >3.50"" NOAA",2,3.5,NO,25.85101554,-81.56429251
CC-24,271_66,WHITEHORSE KEY,AUZ, ,"2 days >3.50"" NOAA",2,3.5,NO,25.85224679,-81.56448914
CC-25,271_66,WHITEHORSE KEY,AUZ, ,"2 days >3.50"" NOAA",2,3.5,NO,25.84797264,-81.56197662
CC-26,271_66,WHITEHORSE KEY,AUZ, ,"2 days >3.50"" NOAA",2,3.5,NO,25.84858827,-81.56207491
CC-27,271_66,WHITEHORSE KEY,AUZ, ,"2 days >3.50"" NOAA",2,3.5,NO,25.8492039,-81.56217322
CC-28,271_66,WHITEHORSE KEY,AUZ, ,"2 days >3.50"" NOAA",2,3.5,NO,25.84982085,-81.5622733
CC-29,271_66,WHITEHORSE KEY,AUZ, ,"2 days >3.50"" NOAA",2,3.5,NO,25.85043516,-81.56236981
CC-30,271_66,WHITEHORSE KEY,AUZ, ,"2 days >3.50"" NOAA",2,3.5,NO,25.85105079,-81.56246812
CC-31,271_66,WHITEHORSE KEY,AUZ, ,"2 days >3.50"" NOAA",2,3.5,NO,25.85166642,-81.56256642
CC-32,271_66,WHITEHORSE KEY,AUZ, ,"2 days >3.50"" NOAA",2,3.5,NO,25.85228205,-81.56266472
D-201,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39393744,-83.24285148
D-202,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.3939426,-83.24242767
D-203,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39394776,-83.24200386
D-204,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.3939529,-83.24158003
D-205,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39395807,-83.24115621
D-206,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39396321,-83.24073238
D-219,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39403008,-83.23522269
D-220,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39403521,-83.23479887
D-221,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39404035,-83.23437504
D-222,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39404547,-83.23395122
D-223,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.3940506,-83.23352739
D-224,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39405573,-83.23310357
D-225,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39406085,-83.23267974
D-226,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39406598,-83.23225592
D-227,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39407111,-83.23183209
D-228,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39407624,-83.23140826
D-229,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39408136,-83.23098443
D-230,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39408648,-83.23056062
D-231,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39409159,-83.23013681
D-232,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39409671,-83.22971299
D-233,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39410183,-83.22928916
D-234,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39410694,-83.22886533
D-235,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39411205,-83.22844151
D-236,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39411717,-83.22801768
D-237,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39412227,-83.22759385
D-238,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39412739,-83.22717002
D-239,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39413249,-83.2267462
B-102,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.90043295,-80.49513762
B-108,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.90080175,-80.49154536
B-105,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.90061736,-80.49334149
B-103,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.89935039,-80.49473382
B-106,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.8995348,-80.49293771
B-109,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.89971918,-80.4911416
B-107,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.89845223,-80.49253394
B-110,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.89863661,-80.49073784
B-112,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.89583703,-80.49316696
B-113,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.89471637,-80.49273178
B-114,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.89359571,-80.4922966
B-120,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.89413052,-80.49059178
B-125,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.8946653,-80.48888694
B-115,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.89247505,-80.49186143
B-121,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.89300985,-80.49015662
B-116,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.89135439,-80.49142627
B-122,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.89188919,-80.48972148
B-123,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.89076852,-80.48928634
B-117,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.89023373,-80.49099112
B-124,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.88964785,-80.48885122
B-118,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.88911307,-80.49055598
B-100,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.90259878,-80.49594578
IR-101,372_72,INDIAN RIVER,AUZ, ,"2 days >2.54"" NOAA",2,2.54,NO,27.8244503,-80.4552781
IR-102,372_72,INDIAN RIVER,AUZ, ,"2 days >2.54"" NOAA",2,2.54,NO,27.8244603,-80.45488843
IR-103,372_72,INDIAN RIVER,AUZ, ,"2 days >2.54"" NOAA",2,2.54,NO,27.82446962,-80.45449847
IR-104,372_72,INDIAN RIVER,AUZ, ,"2 days >2.54"" NOAA",2,2.54,NO,27.82448,-80.45410768
IR-105,372_72,INDIAN RIVER,AUZ, ,"2 days >2.54"" NOAA",2,2.54,NO,27.82449028,-80.4537194
IR-106,372_72,INDIAN RIVER,AUZ, ,"2 days >2.54"" NOAA",2,2.54,NO,27.82450027,-80.45332972
IR-108,372_72,INDIAN RIVER,AUZ, ,"2 days >2.54"" NOAA",2,2.54,NO,27.82452042,-80.4525503
IR-109,372_72,INDIAN RIVER,AUZ, ,"2 days >2.54"" NOAA",2,2.54,NO,27.82453023,-80.45216069
IR-110,372_72,INDIAN RIVER,AUZ, ,"2 days >2.54"" NOAA",2,2.54,NO,27.82454023,-80.45177101
IR-111,372_72,INDIAN RIVER,AUZ, ,"2 days >2.54"" NOAA",2,2.54,NO,27.82455021,-80.45138133
IR-113,372_72,INDIAN RIVER,AUZ, ,"2 days >2.54"" NOAA",2,2.54,NO,27.82457018,-80.45060197
IR-128,372_72,INDIAN RIVER,AUZ, ,"2 days >2.54"" NOAA",2,2.54,NO,27.82471982,-80.4447568
IR-133,372_72,INDIAN RIVER,AUZ, ,"2 days >2.54"" NOAA",2,2.54,NO,27.82476964,-80.44280841
IR-134,372_72,INDIAN RIVER,AUZ, ,"2 days >2.54"" NOAA",2,2.54,NO,27.82478002,-80.44241858
IR-135,372_72,INDIAN RIVER,AUZ, ,"2 days >2.54"" NOAA",2,2.54,NO,27.82478956,-80.44202905
L-886,250_30,DOG ISLAND NORTH,AUZ, ,"3 days >6.67"" Cedar Key Forestry",3,6.67,NO,29.15129268,-83.01323273
L-887,250_30,DOG ISLAND NORTH,AUZ, ,"3 days >6.67"" Cedar Key Forestry",3,6.67,NO,29.15068705,-83.01306059
L-888,250_30,DOG ISLAND NORTH,AUZ, ,"3 days >6.67"" Cedar Key Forestry",3,6.67,NO,29.1500814,-83.01288848
L-889,250_30,DOG ISLAND NORTH,AUZ, ,"3 days >6.67"" Cedar Key Forestry",3,6.67,NO,29.14947606,-83.01271781
L-890,250_30,DOG ISLAND NORTH,AUZ, ,"3 days >6.67"" Cedar Key Forestry",3,6.67,NO,29.14887013,-83.01254424
L-891,250_30,DOG ISLAND NORTH,AUZ, ,"3 days >6.67"" Cedar Key Forestry",3,6.67,NO,29.14826449,-83.01237212
L-880,250_30,DOG ISLAND NORTH,AUZ, ,"3 days >6.67"" Cedar Key Forestry",3,6.67,NO,29.15176582,-83.01189975
L-881,250_30,DOG ISLAND NORTH,AUZ, ,"3 days >6.67"" Cedar Key Forestry",3,6.67,NO,29.15116018,-83.01172763
L-882,250_30,DOG ISLAND NORTH,AUZ, ,"3 days >6.67"" Cedar Key Forestry",3,6.67,NO,29.15055454,-83.01155552
L-883,250_30,DOG ISLAND NORTH,AUZ, ,"3 days >6.67"" Cedar Key Forestry",3,6.67,NO,29.14994889,-83.0113834
L-884,250_30,DOG ISLAND NORTH,AUZ, ,"3 days >6.67"" Cedar Key Forestry",3,6.67,NO,29.14934326,-83.01121129
L-885,250_30,DOG ISLAND NORTH,AUZ, ,"3 days >6.67"" Cedar Key Forestry",3,6.67,NO,29.14873761,-83.01103919
L-874,250_30,DOG ISLAND NORTH,AUZ, ,"3 days >6.67"" Cedar Key Forestry",3,6.67,NO,29.15226472,-83.01049416
L-875,250_30,DOG ISLAND NORTH,AUZ, ,"3 days >6.67"" Cedar Key Forestry",3,6.67,NO,29.15165907,-83.01032205
L-876,250_30,DOG ISLAND NORTH,AUZ, ,"3 days >6.67"" Cedar Key Forestry",3,6.67,NO,29.15105343,-83.01014994
L-877,250_30,DOG ISLAND NORTH,AUZ, ,"3 days >6.67"" Cedar Key Forestry",3,6.67,NO,29.15044779,-83.00997783
L-878,250_30,DOG ISLAND NORTH,AUZ, ,"3 days >6.67"" Cedar Key Forestry",3,6.67,NO,29.14984214,-83.00980573
L-879,250_30,DOG ISLAND NORTH,AUZ, ,"3 days >6.67"" Cedar Key Forestry",3,6.67,NO,29.1492365,-83.00963363
L-868,250_30,DOG ISLAND NORTH,AUZ, ,"3 days >6.67"" Cedar Key Forestry",3,6.67,NO,29.15273782,-83.00916115
L-869,250_30,DOG ISLAND NORTH,AUZ, ,"3 days >6.67"" Cedar Key Forestry",3,6.67,NO,29.15213223,-83.00898906
L-870,250_30,DOG ISLAND NORTH,AUZ, ,"3 days >6.67"" Cedar Key Forestry",3,6.67,NO,29.15152653,-83.00881696
